epoch,step,train_acc_epoch,train_f1_epoch,train_loss_epoch,train_loss_step,val_acc_epoch,val_f1_epoch,val_loss
0,49,,,,0.7717039585113525,,,
0,99,,,,0.9096256494522095,,,
0,149,,,,0.8737741708755493,,,
0,199,,,,0.8025738000869751,,,
0,215,,,,,0.4036458432674408,0.09621352702379227,0.8142538666725159
0,215,0.39641204476356506,0.10805171728134155,0.8436850309371948,,,,
1,249,,,,0.7977851629257202,,,
1,299,,,,0.8168052434921265,,,
1,349,,,,0.7075533270835876,,,
1,399,,,,0.890140950679779,,,
1,431,,,,,0.40625,0.1126025915145874,0.8251097798347473
1,431,0.41015625,0.12144111841917038,0.8022750616073608,,,,
2,449,,,,0.6131972670555115,,,
2,499,,,,0.7010532021522522,,,
2,549,,,,0.7654417157173157,,,
2,599,,,,0.9158210158348083,,,
2,647,,,,,0.453125,0.22734178602695465,0.7638483643531799
2,647,0.43561920523643494,0.17565903067588806,0.7787556052207947,,,,
3,649,,,,0.7285758852958679,,,
3,699,,,,0.9454136490821838,,,
3,749,,,,0.6252316236495972,,,
3,799,,,,0.6778427958488464,,,
3,849,,,,0.8060399889945984,,,
3,863,,,,,0.46484375,0.207894429564476,0.7400860786437988
3,863,0.4600694477558136,0.2055187225341797,0.7473438382148743,,,,
4,899,,,,0.6587636470794678,,,
4,949,,,,0.9580093622207642,,,
4,999,,,,0.8114420771598816,,,
4,1049,,,,0.6868517994880676,,,
4,1079,,,,,0.4973958432674408,0.2542446553707123,0.7028704285621643
4,1079,0.4809027910232544,0.22588951885700226,0.7233821153640747,,,,
5,1099,,,,0.8791602849960327,,,
5,1149,,,,0.5530306100845337,,,
5,1199,,,,0.7105342745780945,,,
5,1249,,,,0.6424331665039062,,,
5,1295,,,,,0.4453125,0.24396222829818726,0.7679648399353027
5,1295,0.48799189925193787,0.23566986620426178,0.7098456621170044,,,,
6,1299,,,,0.6311234831809998,,,
6,1349,,,,0.8003877401351929,,,
6,1399,,,,0.703956127166748,,,
6,1449,,,,0.8091362714767456,,,
6,1499,,,,0.749394416809082,,,
6,1511,,,,,0.4778645932674408,0.2509585916996002,0.7257795333862305
6,1511,0.49103009700775146,0.23832696676254272,0.7016724348068237,,,,
