epoch,step,train_acc_epoch,train_f1_epoch,train_loss_epoch,train_loss_step,val_acc_epoch,val_f1_epoch,val_loss
0,49,,,,0.9937492609024048,,,
0,99,,,,1.0282939672470093,,,
0,149,,,,0.9455223083496094,,,
0,157,,,,,0.2678571343421936,0.07395358383655548,0.955768883228302
0,157,0.25654762983322144,0.11072371155023575,0.9797484278678894,,,,
1,199,,,,0.9735552072525024,,,
1,249,,,,0.9596962928771973,,,
1,299,,,,0.8954629898071289,,,
1,315,,,,,0.3107142746448517,0.17560477554798126,0.9199009537696838
1,315,0.28531745076179504,0.15075650811195374,0.9515066146850586,,,,
2,349,,,,0.9768975973129272,,,
2,399,,,,0.892021894454956,,,
2,449,,,,0.9571038484573364,,,
2,473,,,,,0.3375000059604645,0.20147104561328888,0.9048670530319214
2,473,0.3103174567222595,0.18305429816246033,0.931816577911377,,,,
3,499,,,,1.055296778678894,,,
3,549,,,,0.7464771866798401,,,
3,599,,,,1.0004539489746094,,,
3,631,,,,,0.38035714626312256,0.22927641868591309,0.8780744075775146
3,631,0.33690476417541504,0.209140807390213,0.9061077833175659,,,,
4,649,,,,0.7395970821380615,,,
4,699,,,,0.8944623470306396,,,
4,749,,,,0.9851520657539368,,,
4,789,,,,,0.37142857909202576,0.23429544270038605,0.8439028859138489
4,789,0.3553571403026581,0.2249545454978943,0.8843679428100586,,,,
5,799,,,,0.8384658098220825,,,
5,849,,,,0.9309808015823364,,,
5,899,,,,0.7916637659072876,,,
5,947,,,,,0.4267857074737549,0.2724370062351227,0.8010232448577881
5,947,0.3619047701358795,0.23799900710582733,0.8730797171592712,,,,
6,949,,,,0.8839659690856934,,,
6,999,,,,0.7663699388504028,,,
6,1049,,,,0.9314804077148438,,,
6,1099,,,,0.8801893591880798,,,
6,1105,,,,,0.4303571283817291,0.28446006774902344,0.7928180694580078
6,1105,0.3801587224006653,0.25129416584968567,0.8522100448608398,,,,
7,1149,,,,0.8651965260505676,,,
7,1199,,,,0.853852391242981,,,
7,1249,,,,0.8172301650047302,,,
7,1263,,,,,0.45178571343421936,0.315961092710495,0.7693809270858765
7,1263,0.3938491940498352,0.27447426319122314,0.8385182023048401,,,,
8,1299,,,,0.7852453589439392,,,
8,1349,,,,0.9516652226448059,,,
8,1399,,,,0.8457790613174438,,,
8,1421,,,,,0.3642857074737549,0.22974073886871338,0.8690093159675598
8,1421,0.4047619104385376,0.2863108515739441,0.8241453170776367,,,,
9,1449,,,,0.9442238807678223,,,
9,1499,,,,0.8710781335830688,,,
9,1549,,,,0.8464105725288391,,,
9,1579,,,,,0.43392857909202576,0.31459683179855347,0.7975459098815918
9,1579,0.41428571939468384,0.2989270091056824,0.8108378648757935,,,,
10,1599,,,,0.8415763974189758,,,
10,1649,,,,0.9302427768707275,,,
10,1699,,,,0.9144258499145508,,,
10,1737,,,,,0.49642857909202576,0.3612295091152191,0.7394946217536926
10,1737,0.4236111044883728,0.3093750774860382,0.8026980757713318,,,,
11,1749,,,,0.8389106392860413,,,
11,1799,,,,0.8219112157821655,,,
11,1849,,,,0.9154657125473022,,,
11,1895,,,,,0.4267857074737549,0.3094038963317871,0.7887560129165649
11,1895,0.4375,0.3209010064601898,0.7879592776298523,,,,
12,1899,,,,0.8986020684242249,,,
12,1949,,,,0.8750648498535156,,,
12,1999,,,,0.6744384765625,,,
12,2049,,,,0.6365360021591187,,,
12,2053,,,,,0.47678571939468384,0.3433704376220703,0.7281096577644348
12,2053,0.4337301552295685,0.31975191831588745,0.7873057723045349,,,,
13,2099,,,,0.7680762410163879,,,
13,2149,,,,0.8661962151527405,,,
13,2199,,,,0.8333226442337036,,,
13,2211,,,,,0.4660714268684387,0.3463515341281891,0.7721097469329834
13,2211,0.4505952298641205,0.33626285195350647,0.7701074481010437,,,,
14,2249,,,,0.70923912525177,,,
14,2299,,,,0.5686803460121155,,,
14,2349,,,,0.7781111001968384,,,
14,2369,,,,,0.46785715222358704,0.3566397428512573,0.7586625218391418
14,2369,0.4541666805744171,0.34561887383461,0.7673835754394531,,,,
15,2399,,,,0.7999979853630066,,,
15,2449,,,,0.8302007913589478,,,
15,2499,,,,0.6105701327323914,,,
15,2527,,,,,0.47857141494750977,0.3783903121948242,0.7384192943572998
15,2527,0.4613095223903656,0.3528420627117157,0.755649745464325,,,,
16,2549,,,,0.8305198550224304,,,
16,2599,,,,0.6061281561851501,,,
16,2649,,,,0.7495479583740234,,,
16,2685,,,,,0.4839285612106323,0.3639232814311981,0.7374568581581116
16,2685,0.46091270446777344,0.35573840141296387,0.75485759973526,,,,
17,2699,,,,0.5577331781387329,,,
17,2749,,,,0.8425695896148682,,,
17,2799,,,,0.6458125114440918,,,
17,2843,,,,,0.4714285731315613,0.3542429506778717,0.7349786758422852
17,2843,0.4674603044986725,0.3665145933628082,0.7496957182884216,,,,
18,2849,,,,0.5666409730911255,,,
18,2899,,,,0.6757172346115112,,,
18,2949,,,,0.5435985922813416,,,
18,2999,,,,0.7076210379600525,,,
18,3001,,,,,0.4910714328289032,0.38143500685691833,0.7288417220115662
18,3001,0.4714285731315613,0.3671272099018097,0.7409504652023315,,,,
19,3049,,,,0.7464696764945984,,,
19,3099,,,,0.7245092391967773,,,
19,3149,,,,0.7953266501426697,,,
19,3159,,,,,0.42500001192092896,0.30009132623672485,0.7853302955627441
19,3159,0.47658729553222656,0.3798975348472595,0.7364093661308289,,,,
20,3199,,,,0.691064715385437,,,
20,3249,,,,0.7245391011238098,,,
20,3299,,,,0.7475070357322693,,,
20,3317,,,,,0.5017856955528259,0.3961731791496277,0.7162833213806152
20,3317,0.4761904776096344,0.3794476091861725,0.7374398112297058,,,,
21,3349,,,,0.8028104901313782,,,
21,3399,,,,0.7602763175964355,,,
21,3449,,,,0.9275118112564087,,,
21,3475,,,,,0.5,0.3979088068008423,0.7186509966850281
21,3475,0.4769841134548187,0.37942010164260864,0.7295625805854797,,,,
22,3499,,,,0.5499466061592102,,,
22,3549,,,,0.7525444030761719,,,
22,3599,,,,0.8049461841583252,,,
22,3633,,,,,0.512499988079071,0.39606332778930664,0.6893922686576843
22,3633,0.4853174686431885,0.3895915150642395,0.728734016418457,,,,
23,3649,,,,0.4830639660358429,,,
23,3699,,,,0.6244750022888184,,,
23,3749,,,,0.7748116254806519,,,
23,3791,,,,,0.48750001192092896,0.3853413164615631,0.733128011226654
23,3791,0.4813492000102997,0.383506715297699,0.7249345183372498,,,,
24,3799,,,,0.7846585512161255,,,
24,3849,,,,0.8820445537567139,,,
24,3899,,,,0.8066568374633789,,,
24,3949,,,,0.7980952262878418,,,
24,3949,,,,,0.4553571343421936,0.36110731959342957,0.7496584057807922
24,3949,0.483134925365448,0.3893835246562958,0.727902889251709,,,,
25,3999,,,,0.6672171950340271,,,
25,4049,,,,0.636461615562439,,,
25,4099,,,,0.5704153776168823,,,
25,4107,,,,,0.5089285969734192,0.39580249786376953,0.6903572082519531
25,4107,0.4839285612106323,0.38497620820999146,0.7226170301437378,,,,
26,4149,,,,0.6753918528556824,,,
26,4199,,,,0.7981658577919006,,,
26,4249,,,,0.7515643239021301,,,
26,4265,,,,,0.4285714328289032,0.3275128901004791,0.7826396226882935
26,4265,0.48849207162857056,0.39572086930274963,0.7201158404350281,,,,
27,4299,,,,0.6357688307762146,,,
27,4349,,,,0.49809226393699646,,,
27,4399,,,,0.7048708200454712,,,
27,4423,,,,,0.4821428656578064,0.38619086146354675,0.7379066348075867
27,4423,0.4950396716594696,0.39971500635147095,0.7124421000480652,,,,
28,4449,,,,0.7002121210098267,,,
28,4499,,,,0.8280462026596069,,,
28,4549,,,,0.6873111724853516,,,
28,4581,,,,,0.4928571283817291,0.39390671253204346,0.7179672718048096
28,4581,0.49365079402923584,0.40363261103630066,0.712608814239502,,,,
29,4599,,,,0.5967271327972412,,,
29,4649,,,,0.5878353118896484,,,
29,4699,,,,0.8010855317115784,,,
29,4739,,,,,0.4535714387893677,0.35731348395347595,0.7579376101493835
29,4739,0.4990079402923584,0.411929726600647,0.7083948254585266,,,,
30,4749,,,,0.7315024137496948,,,
30,4799,,,,0.9023001790046692,,,
30,4849,,,,0.6581850647926331,,,
30,4897,,,,,0.5035714507102966,0.4062803387641907,0.7197593450546265
30,4897,0.4980158805847168,0.41160085797309875,0.70853590965271,,,,
31,4899,,,,0.6437505483627319,,,
31,4949,,,,0.5769509077072144,,,
31,4999,,,,0.534456729888916,,,
31,5049,,,,0.8194078803062439,,,
31,5055,,,,,0.512499988079071,0.4116286337375641,0.6869915723800659
31,5055,0.4990079402923584,0.4083248972892761,0.7063173055648804,,,,
32,5099,,,,0.8592636585235596,,,
32,5149,,,,0.5726436376571655,,,
32,5199,,,,0.7131005525588989,,,
32,5213,,,,,0.46785715222358704,0.38244181871414185,0.7420098185539246
32,5213,0.5007936358451843,0.4172920286655426,0.7053708434104919,,,,
33,5249,,,,0.6350574493408203,,,
33,5299,,,,0.7668842673301697,,,
33,5349,,,,0.7147670984268188,,,
33,5371,,,,,0.48571428656578064,0.38247230648994446,0.718808650970459
33,5371,0.5065476298332214,0.4215342700481415,0.6992232799530029,,,,
34,5399,,,,0.60174959897995,,,
34,5449,,,,0.9783087968826294,,,
34,5499,,,,1.0442301034927368,,,
34,5529,,,,,0.4982142746448517,0.3888970613479614,0.6976607441902161
34,5529,0.5095238089561462,0.4246138036251068,0.6947400569915771,,,,
35,5549,,,,0.7351980805397034,,,
35,5599,,,,0.7971203923225403,,,
35,5649,,,,0.7266401052474976,,,
35,5687,,,,,0.4910714328289032,0.38489386439323425,0.7034722566604614
35,5687,0.5097222328186035,0.4310765862464905,0.6978724598884583,,,,
36,5699,,,,0.5240459442138672,,,
36,5749,,,,0.7237789034843445,,,
36,5799,,,,0.733594536781311,,,
36,5845,,,,,0.5089285969734192,0.4071503281593323,0.6953178644180298
36,5845,0.5117063522338867,0.4292553961277008,0.6933239102363586,,,,
37,5849,,,,0.6531016230583191,,,
37,5899,,,,0.5752038359642029,,,
37,5949,,,,0.6746383905410767,,,
37,5999,,,,0.5802416205406189,,,
37,6003,,,,,0.5196428298950195,0.4160792827606201,0.6817013025283813
37,6003,0.5085317492485046,0.4311392903327942,0.6939209699630737,,,,
38,6049,,,,0.6247599124908447,,,
38,6099,,,,0.5726123452186584,,,
38,6149,,,,0.6435909271240234,,,
38,6161,,,,,0.5214285850524902,0.4117397367954254,0.6694077253341675
38,6161,0.5111111402511597,0.4341581463813782,0.6904653906822205,,,,
39,6199,,,,0.8504835367202759,,,
39,6249,,,,0.6529588103294373,,,
39,6299,,,,0.8092719316482544,,,
39,6319,,,,,0.5,0.40351906418800354,0.6942656636238098
39,6319,0.5126984119415283,0.4295176565647125,0.6874125003814697,,,,
40,6349,,,,0.6229428648948669,,,
40,6399,,,,0.5542595386505127,,,
40,6449,,,,0.4720708429813385,,,
40,6477,,,,,0.5160714387893677,0.4125519394874573,0.6828311681747437
40,6477,0.5182539820671082,0.44345706701278687,0.6811262965202332,,,,
41,6499,,,,0.7776254415512085,,,
41,6549,,,,0.6936631202697754,,,
